ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,DATE
O20221130002971,IA,00-08,PART A PROVIDER - HOSPICE,1265722979,N,161506,1951357672,TRINITY HOME HEALTH SERVICES,MERCYONE DES MOINES HOSPICE,10/03/1985,MI,CORPORATION,,P,500 SW 7TH ST,STE 104,DES MOINES,IA,503094506,01/2025
O20221201002958,CO,00-08,PART A PROVIDER - HOSPICE,1326559444,N,61626,547521908,CANYON COLORADO HOME CARE & HOSPICE LLC,CANYON HOME CARE & HOSPICE OF LOVELAND,08/31/2017,CO,LLC,,P,4850 HAHNS PEAK DR,UNIT 100,LOVELAND,CO,805386001,01/2025
O20221202002161,TX,00-08,PART A PROVIDER - HOSPICE,1710554357,N,A91614,3577932185,AAA HOSPICE AND PALLIATIVE CARE LLC,,06/01/2021,TX,LLC,,P,1100 NW LOOP 410,STE 761,SAN ANTONIO,TX,782132263,01/2025
O20221205000595,MN,00-08,PART A PROVIDER - HOSPICE,1568114155,N,241616,4284003849,MOMENTS HOSPICE OF MANKATO LLC,,01/06/2022,MN,LLC,,P,124 E WALNUT ST,STE 205,MANKATO,MN,560014189,01/2025
O20221205003346,TX,00-08,PART A PROVIDER - HOSPICE,1811621394,N,451793,8123211422,"APEX HOSPICE, LLC",ENHABIT HOSPICE,03/28/2010,TX,LLC,,P,2115 W MAIN ST,,GUN BARREL CITY,TX,751564407,01/2025
O20221207000639,NM,00-08,PART A PROVIDER - HOSPICE,1104563923,N,321590,1254700669,BOSQUE TRAILS HOSPICE LLC,,05/13/2022,NM,LLC,,P,303 SAN MATEO BLVD NE,STE 104,ALBUQUERQUE,NM,871081382,01/2025
O20221207001735,NE,00-08,PART A PROVIDER - HOSPICE,1649916982,N,281557,7911817796,"HOSPICE OF THE PLAINS, INC.",,10/02/1996,CO,CORPORATION,,N,645 OSAGE ST,STE 1,SIDNEY,NE,691621711,01/2025
O20221207003066,IA,00-08,PART A PROVIDER - HOSPICE,1205560141,N,161617,7113239211,HOSPICE OF THE MIDWEST LLC,HOSPICE OF THE MIDWEST,01/29/2015,DE,LLC,,P,304 W 28TH ST,,SIOUX CITY,IA,511044036,01/2025
O20221208000220,CA,00-08,PART A PROVIDER - HOSPICE,1396007167,N,D61536,1456507904,ARDENT CARE HOSPICE INC,,02/17/2012,CA,CORPORATION,,P,500 E OLIVE AVE,STE 860,BURBANK,CA,915013316,01/2025
O20221208000558,TX,00-08,PART A PROVIDER - HOSPICE,1235861196,N,A91615,9436114709,"ABBA HOME HEALTH, LP",ENHABIT HOSPICE,03/23/1994,TX,OTHER,LIMITED PARTNERSHIP,P,4225 85TH ST,STE B,LUBBOCK,TX,794231931,01/2025
O20221213002188,KS,00-08,PART A PROVIDER - HOSPICE,1174258388,N,171624,1759750789,INFINITY HOSPICE CARE LLC,,07/06/2022,KS,LLC,,P,7230 W 13TH ST N,STE 4A,WICHITA,KS,672122983,01/2025
O20221213003180,TX,00-08,PART A PROVIDER - HOSPICE,1346842564,N,A91640,7012386071,SAS GROUP INC,AMEN HOSPICE HUNTSVILLE,05/25/2021,TX,CORPORATION,,P,415 WOODLINE DR,,SPRING,TX,773861977,01/2025
O20221214001326,CA,00-08,PART A PROVIDER - HOSPICE,1346882610,N,B51785,7719398916,ANGEL CARE HOSPICE LLC,,09/11/2019,CA,LLC,,P,4100 W ALAMEDA AVE,STE 385,BURBANK,CA,915054195,01/2025
O20221214002179,TX,00-08,PART A PROVIDER - HOSPICE,1780305672,N,A91598,3678942687,CAREVIEW HOSPICE INC,,08/05/2022,TX,CORPORATION,,P,6800 PARK TEN BLVD,STE 219N,SAN ANTONIO,TX,782134202,01/2025
O20221215001851,TX,00-08,PART A PROVIDER - HOSPICE,1306497664,N,971754,2567879679,CARE 4 U HOSPICE & PALLIATIVE CARE INC,,09/19/2019,TX,CORPORATION,,P,8700 COMMERCE PARK DRIVE,SUITE 141,HOUSTON,TX,77036,01/2025
O20221219001911,GA,00-08,PART A PROVIDER - HOSPICE,1245953819,N,851545,1355710062,"BLUE SUMMIT HOSPICE AND PALLIATIVE CARE, INC",,08/08/2022,DE,CORPORATION,,P,2151 FOUNTAIN DR,STE 306,SNELLVILLE,GA,300786752,01/2025
O20221227001228,MI,00-08,PART A PROVIDER - HOSPICE,1215691472,N,231713,2163892654,BLOOM HOSPICE LLC,,10/25/2021,MI,LLC,,P,5901 CHASE RD,STE 210A,DEARBORN,MI,481260900,01/2025
O20221228000137,ME,00-08,PART A PROVIDER - HOSPICE,1013641463,N,201524,1456721976,AFFINITY CARE OF MAINE LLC,,07/11/2022,ME,LLC,,P,600 SOUTHBOROUGH DR,STE 103,SOUTH PORTLAND,ME,41066915,01/2025
O20221228000289,OH,00-08,PART A PROVIDER - HOSPICE,1972211290,N,361729,1153791678,REMEMBRANCE HOSPICE LLC,,10/04/2022,DE,LLC,,P,3725 MEDINA RD,STE 113,MEDINA,OH,442565301,01/2025
O20230103000276,UT,00-08,PART A PROVIDER - HOSPICE,1194380113,N,461627,9335519628,CENTERFIELD HEALTHCARE,SUMMIT HOSPICE ST GEORGE,,UT,LLC,,P,736 S 900 E,STE 202,SAINT GEORGE,UT,847907003,01/2025
O20230103000824,CA,00-08,PART A PROVIDER - HOSPICE,1447836341,N,B51664,1052781358,RISE N SHINE HOSPICE INC,,10/27/2021,CA,CORPORATION,,P,19634 VENTURA BLVD,STE 205,TARZANA,CA,913567139,01/2025
O20230104001556,CA,00-08,PART A PROVIDER - HOSPICE,1679196232,N,B51712,5991175176,BRIGHT HORIZON HOSPICE CORPORATION,,02/07/2020,CA,CORPORATION,,P,225 W HOSPITALITY LN,STE 304,SAN BERNARDINO,CA,924083221,01/2025
O20230104001566,OK,00-08,PART A PROVIDER - HOSPICE,1669190526,N,371733,6800266081,AFFINITY CARE OF OKLAHOMA LLC,,06/27/2022,OK,LLC,,P,5627 N CLASSEN BLVD,STE 100,OKLAHOMA CITY,OK,731184031,01/2025
O20230105000268,MI,00-08,PART A PROVIDER - HOSPICE,1255058020,N,231715,9739559956,PARC HOSPICE LLC,,08/09/2022,MI,LLC,,P,33060 NORTHWESTERN HWY,STE 210,WEST BLOOMFIELD,MI,483223695,01/2025
O20230105000391,CO,00-08,PART A PROVIDER - HOSPICE,1720716731,N,61630,2163892381,EH HOSPICE OF COLORADO LLC,ENHABIT HOSPICE,06/02/2022,DE,LLC,,P,910 PINON RANCH VW,UNIT 210A,COLORADO SPRINGS,CO,809073312,01/2025
O20230105003279,AK,00-08,PART A PROVIDER - HOSPICE,1386362580,N,21509,5092624296,PEACEHEALTH,PEACEHEALTH HOSPICE,01/01/1984,WA,CORPORATION,,N,212 CARLANNA LAKE RD,STE 100,KETCHIKAN,AK,999015642,01/2025
O20230110001010,NV,00-08,PART A PROVIDER - HOSPICE,1083321228,N,291645,8022488949,CROSSLINK PALLIATIVE & HOSPICE CARE LLC,,03/22/2022,NV,LLC,,P,2320 PASEO DEL PRADO,STE B205-A,LAS VEGAS,NV,89102,01/2025
O20230110001950,CO,00-08,PART A PROVIDER - HOSPICE,1508590910,N,61632,1850761792,ALL SEASONS HOSPICE,,06/30/2022,CO,LLC,,P,8385 S YARROW ST,,LITTLETON,CO,801286138,01/2025
O20230113000090,CA,00-08,PART A PROVIDER - HOSPICE,1437776739,N,B51593,9537530332,"HEAVENLY LOVE HOSPICE, INC.",,06/02/2020,CA,CORPORATION,,P,183 N HILL AVE,STE 202,PASADENA,CA,911061915,01/2025
O20230113001543,DC,00-08,PART A PROVIDER - HOSPICE,1396495370,N,91508,7719358548,AFFINITY CARE OF DC LLC,,03/11/2021,DC,LLC,,P,1205 BRENTWOOD RD NE,,WASHINGTON,DC,200181019,01/2025
O20230114000018,CA,00-08,PART A PROVIDER - HOSPICE,1295446441,N,B21761,6608247457,EDEN LANDING HEALTHCARE LLC,SEQUOIA HOSPICE EAST BAY,12/08/2022,NV,LLC,,P,1470 CIVIC CT,STE 310,CONCORD,CA,945205230,01/2025
O20230117003069,IL,00-08,PART A PROVIDER - HOSPICE,1376114660,N,141733,8426429184,NOVA HOSPICE CARE LLC,,06/09/2021,IL,LLC,,P,7370 N LINCOLN AVE,STE D,LINCOLNWOOD,IL,607121782,01/2025
O20230118000052,NV,00-08,PART A PROVIDER - HOSPICE,1811606726,N,291632,1759752413,AM VENTURES LLC,MOTHER'S LOVE HOSPICE,,,LLC,,P,9728 GILESPIE ST,STE 21,LAS VEGAS,NV,891837611,01/2025
O20230119002813,MN,00-08,PART A PROVIDER - HOSPICE,1558071910,N,241619,4082085576,LAKE VALLEY HOSPICE LLC,,10/07/2022,MN,LLC,,P,4517 MINNETONKA BLVD,STE 105,SAINT LOUIS PARK,MN,554165400,01/2025
O20230120000418,TN,00-08,PART A PROVIDER - HOSPICE,1023756285,N,441606,4981075496,SHALOM HOSPICE LLC,,01/21/2022,TN,LLC,,P,5409 MARYLAND WAY,STE 212,BRENTWOOD,TN,370275068,01/2025
O20230120000634,NV,00-08,PART A PROVIDER - HOSPICE,1649909656,N,291649,9830560358,UNITEAM HEALTH SYSTEMS LLC,,03/21/2022,NV,LLC,,P,2320 PASEO DEL PRADO,STE B205-D,LAS VEGAS,NV,89102,01/2025
O20230120000995,CA,00-08,PART A PROVIDER - HOSPICE,1871239384,N,381588,7315318847,ENGRACE HOSPICE LLC,,05/02/2022,OR,LLC,,P,512 SW QUINNEY PL,,PENDLETON,OR,978019461,01/2025
O20230120002672,OK,00-08,PART A PROVIDER - HOSPICE,1689313728,N,371735,8820469273,"LEGACY FAMILY HOSPICE, LLC",,04/24/2022,OK,LLC,,P,13104 N MACARTHUR BLVD,STE A,OKLAHOMA CITY,OK,731423017,01/2025
O20230124000673,IN,00-08,PART A PROVIDER - HOSPICE,1326764861,N,151655,1355712696,LUMINARY HOSPICE OF INDIANA LLC,,07/07/2022,IN,LLC,,P,11708 N COLLEGE AVE,STE 175,CARMEL,IN,460325709,01/2025
O20230124001450,MN,00-08,PART A PROVIDER - HOSPICE,1386355469,N,241618,648641902,BEYOND HOSPICE,,09/21/2022,MN,CORPORATION,,N,6025 UPPER 35TH ST N,,OAKDALE,MN,551282974,01/2025
O20230124002686,NM,00-08,PART A PROVIDER - HOSPICE,1740997840,N,321593,8729459003,LILYCARE OF NEW MEXICO LLC,,07/12/2022,NM,LLC,,P,4811 HARDWARE DR NE,STE C-1,ALBUQUERQUE,NM,871092021,01/2025
O20230124002905,TX,00-08,PART A PROVIDER - HOSPICE,1639806318,N,A91606,7416328794,PEACEFUL BRIDGE HOSPICE 3 INC,,05/20/2022,TX,CORPORATION,,P,1610 BLODGETT ST,,HOUSTON,TX,770045017,01/2025
O20230125002021,IN,00-08,PART A PROVIDER - HOSPICE,1750042784,N,151658,4587035712,MORNING STAR HOSPICE AND PALLIATIVE CARE IN LLC,,06/16/2021,IN,LLC,,P,1128 E WINONA AVE,STE B1,WARSAW,IN,465804605,01/2025
O20230126000292,MI,00-08,PART A PROVIDER - HOSPICE,1134101983,N,231549,2264323633,MYMICHIGAN MEDICAL CENTER MIDLAND,MYMICHIGAN HOME CARE,09/13/1940,MI,CORPORATION,,N,2597 S MERIDIAN RD,,MOUNT PLEASANT,MI,488589057,01/2025
O20230130001089,AZ,00-08,PART A PROVIDER - HOSPICE,1912665571,N,31661,1052782083,WHITETANK MOUNTAIN HEALTHCARE LLC,EMBLEM HOSPICE WEST,10/14/2021,NV,LLC,,P,301 E BETHANY HOME RD,STE C292,PHOENIX,AZ,850121271,01/2025
O20230130002267,TX,00-08,PART A PROVIDER - HOSPICE,1609504844,N,671548,4385015346,CCC HOSPICE LLC,BELLA HOSPICE OF TEXAS,,,LLC,,P,900 WIGGINS PKWY,STE A,MESQUITE,TX,751501400,01/2025
O20230201000081,CA,00-08,PART A PROVIDER - HOSPICE,1407565997,N,B31707,3375944788,SACRAMENTO RIVER HEALTHCARE LLC,FIRST CALL HOSPICE SOUTH,04/22/2021,NV,LLC,,P,4993 GOLDEN FOOTHILL PKWY,STE 3,EL DORADO HILLS,CA,957629642,01/2025
O20230207000849,OH,00-08,PART A PROVIDER - HOSPICE,1891413597,N,361621,840333589,RESIDENTIAL HOSPICE LLC,RESIDENTIAL HOSPICE OF NW OH,12/21/2009,MI,LLC,,P,1745 INDIAN WOOD CIR,STE 252,MAUMEE,OH,435374168,01/2025
O20230207002820,NV,00-08,PART A PROVIDER - HOSPICE,1205541190,N,291687,3779955331,APPROPRIATE HOSPICE CARE LLC,,01/13/2023,NV,LLC,,P,9494 W FLAMINGO RD,STE 103,LAS VEGAS,NV,891475718,01/2025
O20230207003397,GA,00-08,PART A PROVIDER - HOSPICE,1003520925,N,851575,7315319985,ATLANTA REGIONAL HOSPICE LLC,,02/03/2022,GA,CORPORATION,,P,5499 JONESBORO RD,STE B3,LAKE CITY,GA,302603553,01/2025
O20230207003638,NC,00-08,PART A PROVIDER - HOSPICE,1760119739,N,341606,2860309671,"BAYADA HOME HEALTH CARE, INC.",,01/17/1975,DE,CORPORATION,,N,466-468 JAKE ALEXANDER BOULEVARD W.,,SALISBURY,NC,281471365,01/2025
O20230208001347,TX,00-08,PART A PROVIDER - HOSPICE,1750971347,N,A91650,1951773563,ASJ ENTERPRISE INC,AMEN HOSPICE CYPRESS,12/10/2021,TX,CORPORATION,,P,415 WOODLINE DR,,SPRING,TX,773861977,01/2025
O20230216003022,IN,00-08,PART A PROVIDER - HOSPICE,1902560774,N,151656,6709258916,COMPASSION HOSPICE LLC,,09/14/2021,IN,LLC,,P,813 WESTFIELD RD,,NOBLESVILLE,IN,460628901,01/2025
O20230217000591,TX,00-08,PART A PROVIDER - HOSPICE,1285351239,N,A91601,3476925587,SOUTHLAKE HOSPICE CARE INC,,10/17/2022,TX,CORPORATION,,P,950 E STATE HIGHWAY 114 STE160 R112,,"SOUTHLAKE,",TX,76092,01/2025
O20230217002708,TX,00-08,PART A PROVIDER - HOSPICE,1598424483,N,A91508,8022480185,BELLEVUE HOSPICE CARE INC,,12/03/2021,TX,CORPORATION,,P,3500 W DAVIS ST,STE 150B,CONROE,TX,773041811,01/2025
O20230220000769,WI,00-08,PART A PROVIDER - HOSPICE,1487378956,N,521616,6103298294,STCH DE PERE WI OPCO LLC,ST CROIX HOSPICE,07/15/2022,DE,LLC,,P,420 S WASHINGTON ST,STE A,GREEN BAY,WI,543014217,01/2025
O20230221003398,TX,00-08,PART A PROVIDER - HOSPICE,1174235659,N,A91605,6709259799,TRANSCARE HOSPICE CARE LLC,TRANSCARE HOSPICE,12/15/2022,TX,LLC,,P,830 JULIE RIVERS DR,STE 301,SUGAR LAND,TX,774782877,01/2025
O20230222001120,CA,00-08,PART A PROVIDER - HOSPICE,1215549738,N,B51683,547633562,COZY COMFORT CARE HOSPICE INC,,08/13/2020,CA,CORPORATION,,P,8138 FOOTHILL BLVD,STE 205,SUNLAND,CA,91040,01/2025
O20230222001731,TX,00-08,PART A PROVIDER - HOSPICE,1699406140,N,A91649,143693176,THOUSAND OAKS HOSPICE CARE INC,,06/22/2022,TX,CORPORATION,,P,2550 PACIFIC AVE STE 700 OFFICE 739,,DALLAS,TX,75226,01/2025
O20230222002564,AZ,00-08,PART A PROVIDER - HOSPICE,1184342974,N,31777,6901274240,BILLET HOSPICE INC - PHOENIX,BILLET HEALTH,07/19/2022,AZ,CORPORATION,,P,5540 W GLENDALE AVE,STE C205,GLENDALE,AZ,853012592,01/2025
O20230223000726,TX,00-08,PART A PROVIDER - HOSPICE,1023755022,N,A91651,6103299086,ADIRA HOSPICE LLC,,,,LLC,,P,1350 E ARAPAHO RD,STE 236A,RICHARDSON,TX,750812453,01/2025
O20230227000038,CA,00-08,PART A PROVIDER - HOSPICE,1700493053,N,B51708,4880067685,HEALING HANDS HOSPICE CARE INC.,,07/14/2020,CA,CORPORATION,,P,1775 E LINCOLN AVE,STE 203,ANAHEIM,CA,928054324,01/2025
O20230227001784,OK,00-08,PART A PROVIDER - HOSPICE,1003541582,N,371738,9335512177,HIGH PLAINS HOSPICE LLC,,07/19/2022,OK,LLC,,P,623 AVENUE C,,BEAVER,OK,739323126,01/2025
O20230227002556,OH,00-08,PART A PROVIDER - HOSPICE,1578282091,N,361730,5193198950,TRANSITIONS OHIO II LLC,UCM CENTER FOR ADVANCED CARE,02/11/2022,OH,LLC,,P,250 E WILSON BRIDGE RD,STE 110,WORTHINGTON,OH,430852323,01/2025
O20230301000841,MN,00-08,PART A PROVIDER - HOSPICE,1902567647,N,241617,345613907,"FAVOURED HOSPICE, LLC",,12/17/2021,MN,LLC,,P,13661 BALSAM LN N,STE A,DAYTON,MN,553279612,01/2025
O20230301001964,LA,00-08,PART A PROVIDER - HOSPICE,1831813641,N,191657,9931572518,AGAPE CARE LOUISIANA LLC,ACG HOSPICE,08/16/2022,LA,LLC,,P,598 CORPORATE DR,,HOUMA,LA,703602833,01/2025
O20230301002395,MI,00-08,PART A PROVIDER - HOSPICE,1558078865,N,231682,3779956362,MI HOSPICE HOLDINGS LLC,SWAN HOSPICE,07/13/2022,DE,LLC,,P,5206 GATEWAY CTR,STE C,FLINT,MI,485073920,01/2025
O20230302002995,GA,00-08,PART A PROVIDER - HOSPICE,1912622549,N,851578,8224401799,BLUE SUMMIT HOSPICE AND PALLIATIVE CARE OF ROSWELL LLC,BLUE SUMMIT HOSPICE OF ROSWELL,08/15/2022,GA,LLC,,P,1137 ALPHARETTA ST,UPSTAIRS STE C,ROSWELL,GA,300753603,01/2025
O20230303000377,AL,00-08,PART A PROVIDER - HOSPICE,1114641925,N,11548,3678946159,AGAPE CARE ALABAMA LLC,ACG HOSPICE,08/11/2002,AL,LLC,,P,3500 BLUE LAKE DRIVE,STE. 445,BIRMINGHAM,AL,352431907,01/2025
O20230303000587,NV,00-08,PART A PROVIDER - HOSPICE,1033848072,N,291657,9537532023,AMPLE CARE HOSPICE LLC,,10/12/2021,NV,LLC,,P,3305 SPRING MOUNTAIN RD,STE 45,LAS VEGAS,NV,891028622,01/2025
O20230307000585,TX,00-08,PART A PROVIDER - HOSPICE,1295480986,N,A91711,2567835887,"NEST HOME HOSPICE AND PALLIATIVE CARE, LLC",NEST HOME HOSPICE,02/03/2022,TX,LLC,,P,7322 SOUTH WEST FREEWAY,STE 1-1182,HOUSTON,TX,77074,01/2025
O20230308000490,MN,00-08,PART A PROVIDER - HOSPICE,1619615218,N,241621,2668845967,SERENITY HOSPICE HOMES LLC,,02/07/2022,MN,LLC,,P,8948 STRATFORD CT,,BROOKLYN PARK,MN,554432976,01/2025
O20230308001473,NH,00-08,PART A PROVIDER - HOSPICE,1023722790,N,301539,9739552944,"UNITY HOSPICE, LLC",,09/01/2022,NH,LLC,,P,55 BRIGGS WAY,,DURHAM,NH,3824,01/2025
O20230308002512,TX,00-08,PART A PROVIDER - HOSPICE,1346847308,N,A91721,9638542871,STAR OF TEXAS HOSPICE AND PALLIATIVE CARE LLC,,05/13/2020,TX,LLC,,P,1458 CAMPBELL RD,STE 225,HOUSTON,TX,770554669,01/2025
O20230308003102,VA,00-08,PART A PROVIDER - HOSPICE,1962149740,N,491656,8527431774,BRISTOL HOSPICE - VIRGINIA BEACH LLC,,05/09/2022,VA,LLC,,P,468 VIKING DR,STE 104,VIRGINIA BEACH,VA,234527469,01/2025
O20230309001180,TX,00-08,PART A PROVIDER - HOSPICE,1538877709,N,A91659,8325411515,RED MAPLE HOLDINGS INC,RED MAPLE HOSPICE,10/11/2022,TX,CORPORATION,,P,16300 CULLEN PARK WAY,,PROSPER,TX,750782076,01/2025
O20230310001049,CA,00-08,PART A PROVIDER - HOSPICE,1225630486,N,D61526,8123491271,IMPACT HOSPICE CARE INC,,11/02/2020,CA,CORPORATION,,P,16430 VENTURA BLVD,STE 200A,ENCINO,CA,914362135,01/2025
O20230310001287,AZ,00-08,PART A PROVIDER - HOSPICE,1073152070,N,1557,446623599,AMERICAN CARE CONCEPTS HOSPICE LLC,,11/07/2019,AZ,LLC,,P,105 N PASADENA ST,STE D,GILBERT,AZ,852335013,01/2025
O20230311000110,MI,00-08,PART A PROVIDER - HOSPICE,1659085744,N,231717,8426421512,AXIOM HOSPICE LLC,,01/12/2023,MI,LLC,,P,12815 NORTHLINE RD,,SOUTHGATE,MI,481951109,01/2025
O20230311000212,AZ,00-08,PART A PROVIDER - HOSPICE,1144933342,N,31713,5597138685,AZORNA HEALTHCARE LLC,AZORNA HOSPICE AND PALLIATIVE CARE,12/12/2022,NV,LLC,,P,2919 S ELLSWORTH RD,STE 129,MESA,AZ,852122167,01/2025
O20230313002605,TX,00-08,PART A PROVIDER - HOSPICE,1316669310,N,A91689,5890169940,EMERALD CARE HOSPICE LLC,,09/02/2022,TX,LLC,,P,4201 FM 1960 RD W,STE 555,HOUSTON,TX,770683498,01/2025
O20230315001922,GA,00-08,PART A PROVIDER - HOSPICE,1851012066,N,851565,6204200173,HILLCREST HOSPICE CARE LLC,,03/25/2022,GA,LLC,,P,1059 GREEN ST SE,,CONYERS,GA,300125449,01/2025
O20230316001827,PA,00-08,PART A PROVIDER - HOSPICE,1912604059,N,731509,4183098031,WELLNESS HOSPICE AND PALLIATIVE CARE,,11/01/2022,PA,LLC,,P,1427 HORSHAM RD,,NORTH WALES,PA,194541320,01/2025
O20230316003003,TX,00-08,PART A PROVIDER - HOSPICE,1487374591,N,971712,1153795927,ACARA HOSPICE LLC,,08/16/2022,TX,LLC,,P,601 GRAHAM RD,,COLLEGE STATION,TX,778459664,01/2025
O20230317000924,WY,00-08,PART A PROVIDER - HOSPICE,1154027506,N,531532,7517331309,NOBEL CARE HOSPICE INC,,02/06/2023,WY,CORPORATION,,P,1607 CAPITOL AVE,STE 326,CHEYENNE,WY,82001,01/2025
O20230317001574,CA,00-08,PART A PROVIDER - HOSPICE,1407459308,N,B51786,6406220201,COASTAL HOSPICE INC,COASTAL HOME HEALTH & HOSPICE,12/08/2021,CA,CORPORATION,,N,786 H ST,,CRESCENT CITY,CA,955313748,01/2025
O20230317001845,OH,00-08,PART A PROVIDER - HOSPICE,1750053880,N,361733,4183098999,CARELINE HOH100 LLC,CARELINE HOSPICE,07/27/2021,OH,LLC,,P,3550 BRIARFIELD BLVD,STE 300,MAUMEE,OH,435379184,01/2025
O20230317001917,CO,00-08,PART A PROVIDER - HOSPICE,1275239709,N,61633,9335513142,NOBEL HOSPICE CARE INC,,,,CORPORATION,,P,102 S TEJON ST,STE 1100 OFFICE 1125,COLORADO SPRINGS,CO,80903,01/2025
O20230320001390,NH,00-08,PART A PROVIDER - HOSPICE,1740529668,N,301538,8729215744,PATHWAYS HEALTHCARE LLC,,12/31/2013,MA,LLC,,P,24 ORCHARD VIEW DR,STE 3,LONDONDERRY,NH,30533376,01/2025
O20230321000960,TX,00-08,PART A PROVIDER - HOSPICE,1760100697,N,A91658,143694869,SOUTHERN LEGACY HOSPICE LLC,,06/09/2022,TX,LLC,,P,616 FM 1960 W,STE 575,HOUSTON,TX,770903042,01/2025
O20230321001452,NV,00-08,PART A PROVIDER - HOSPICE,1154095743,N,291681,7214301944,GENTLE HALOES HOSPICE,,07/23/2021,NV,CORPORATION,,P,871 CORONADO CENTER DR,STE 200-228A,HENDERSON,NV,890523977,01/2025
O20230321002160,TX,00-08,PART A PROVIDER - HOSPICE,1124745708,N,A91676,6800260548,PRIME CHOICE HOSPICE & PALLIATIVE CARE LLC,,10/14/2022,TX,LLC,,P,6430 RICHMOND AVE,STE 250-06,HOUSTON,TX,770575917,01/2025
O20230322001105,VA,00-08,PART A PROVIDER - HOSPICE,1225774136,N,491655,6305210980,"BRISTOL HOSPICE - RICHMOND, L.L.C.",,05/09/2022,VA,LLC,,P,7400 BEAUFONT SPRINGS DR,STE 105,RICHMOND,VA,232255519,01/2025
O20230322002687,CA,00-08,PART A PROVIDER - HOSPICE,1457971616,N,B31702,9830517564,LAND OF PEACE HOSPICE,,11/13/2018,CA,CORPORATION,,P,7301 TOPANGA CANYON BLVD,STE 324,CANOGA PARK,CA,913033395,01/2025
O20230322002699,CA,00-08,PART A PROVIDER - HOSPICE,1912537895,N,D61518,2062833296,CHERISH CARE HOSPICE INC,,11/20/2019,CA,CORPORATION,,P,8333 FOOTHILL BLVD,STE 109,RANCHO CUCAMONGA,CA,917303155,01/2025
O20230323001914,NV,00-08,PART A PROVIDER - HOSPICE,1295493120,N,291667,941674402,CREEKWAY HEALTHCARE LLC,,05/28/2021,NV,LLC,,P,6276 SPRING MOUNTAIN RD,STE 100,LAS VEGAS,NV,891468869,01/2025
O20230327001443,ID,00-08,PART A PROVIDER - HOSPICE,1215635511,N,131588,8022482413,TDX5 LLC,WHITE OAK HOSPICE,12/05/2022,ID,LLC,,P,124 N SENECA SPRINGS WAY,STE B,STAR,ID,836696037,01/2025
O20230328001908,NV,00-08,PART A PROVIDER - HOSPICE,1740913037,N,291680,6608240965,HALOES TOUCH HOSPICE INC,,07/05/2022,NV,CORPORATION,,P,11500 S EASTERN AVE STE 150,OFFICE 1509,HENDERSON,NV,89052,01/2025
O20230329000876,FL,00-08,PART A PROVIDER - HOSPICE,1427790443,N,101570,4183606304,"AMEDISYS HOSPICE, L.L.C.",AMEDISYS HOSPICE OF BREVARD,01/26/2004,FL,LLC,,P,1696 W HIBISCUS BLVD,STE B,MELBOURNE,FL,329012638,01/2025
O20230329003567,IL,00-08,PART A PROVIDER - HOSPICE,1104578129,N,141730,3375917529,MIDWEST HOSPICE LLC,,10/06/2021,IL,LLC,,P,1045 DIXIE HWY,STE 100,CHICAGO HEIGHTS,IL,604112622,01/2025
O20230403001431,NJ,00-08,PART A PROVIDER - HOSPICE,1811694250,N,311597,3678948775,LILYCARE OF NEW JERSEY LLC,,,,LLC,,P,23 VREELAND RD,,FLORHAM PARK,NJ,79321510,01/2025
O20230403001549,CA,00-08,PART A PROVIDER - HOSPICE,1639776479,N,B51754,4880066208,VENERABLE HOSPICE CARE,,,,CORPORATION,,P,512 E WILSON AVE,STE 202,GLENDALE,CA,912064351,01/2025
O20230404001596,NV,00-08,PART A PROVIDER - HOSPICE,1104528165,N,291647,1759756828,SIERRA PEAK HEALTH INC,,04/06/2021,NV,CORPORATION,,P,4045 SPENCER ST,STE A45,LAS VEGAS,NV,891195245,01/2025
O20230404001603,MT,00-08,PART A PROVIDER - HOSPICE,1033815451,N,271541,4486029550,HONEYBEE HOSPICE LLC,,01/31/2023,MT,LLC,,P,1000 STATE HWY 91 S,,DILLON,MT,59725,01/2025
O20230405002779,TX,00-08,PART A PROVIDER - HOSPICE,1538920699,N,A91629,9133122591,HEAVENLY HEALTH CARE LLC,,03/07/2018,TX,LLC,,P,1506 E GRIFFIN PKWY,STE B,MISSION,TX,785722426,01/2025
O20230405003085,TX,00-08,PART A PROVIDER - HOSPICE,1245807338,N,A91559,6204201163,HAULGISTICS LLC,HOSPICE CARE 4 U,08/06/2021,TX,LLC,,P,6201 BONHOMME RD,STE 463N,HOUSTON,TX,770364493,01/2025
O20230407001428,TX,00-08,PART A PROVIDER - HOSPICE,1245943851,N,A91706,1658746409,COZY TRANSITIONAL HOSPICE CARE INC,COZY TRANSITIONAL HOSPICE CARE,12/21/2022,TX,CORPORATION,,P,18203 WAVERLY BEND LN,,CYPRESS,TX,774331253,01/2025
